
id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
1.0806303915185414e+19,0,14103005,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,97882f76,3e5ab799,36c6b1de,5,3,23551,320,50,2698,0,163,100084,212
1.5619411361212652e+18,0,14102319,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,300552e6,83cd1c10,1,0,17037,320,50,1934,2,39,-1,16
2.611709896375864e+18,0,14102805,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2a15de18,4ea23a13,1,0,22104,320,50,2545,0,167,-1,221
8.597431792142837e+18,1,14102314,1005,0,f5a18e9d,46076a6a,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,edf60566,8a4875bd,1,0,20366,320,50,2333,0,39,100103,157
1.2373569467833106e+19,0,14102803,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9a022827,fce66524,1,0,18854,320,50,1882,3,35,-1,13
1.0562067373710166e+19,0,14102112,1005,0,ff361da0,6dbd48f0,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,bf5ff0fe,76dc4769,1,0,21665,320,50,2493,3,35,-1,117
1.4682572975817515e+19,0,14102305,1005,0,0920c555,9d54950b,76b2941d,ecad2386,7801e8d9,07d7df22,a99f214a,7ba43386,aaffed8f,1,0,22110,300,250,2546,2,35,-1,13
1.7644768495394157e+19,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,ab18e743,dc15c87e,1,2,21664,320,50,2492,3,35,-1,43
6.832458697032251e+18,0,14102404,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,75bb1b58,aaffed8f,1,0,15701,320,50,1722,0,35,-1,79
1.8339024236131301e+19,1,14103008,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,23eff92c,e45c0c27,1,3,23221,320,50,2676,0,299,100176,221
2.392830258388625e+18,0,14102512,1005,0,bf67ee73,081b7abd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8c9b3b84,89416188,1,0,17239,320,50,1973,3,39,100151,23
1.6667716660202658e+19,0,14102206,1002,0,d1a51189,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,f4af876e,041d1a23,15a51a0e,0,0,21789,320,50,2512,2,303,-1,52
2.89671645358887e+18,0,14102519,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9ef88ced,63350c8a,1,0,20395,320,50,2340,3,1065,100111,159
1.7717673959561484e+19,0,14102506,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b9e4cf34,36b8f4c5,1,0,20008,320,50,2283,0,163,100076,95
1.3727619777513613e+19,0,14102903,1002,0,db45d754,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,2c5c057e,593ebabd,5d25afca,0,0,23438,320,50,2684,2,1327,-1,52
7.075382133271967e+18,0,14102816,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7f3811a9,8a4875bd,1,0,23163,320,50,2668,0,35,-1,221
2.309916712396297e+18,0,14102905,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,102d0bdd,4e396bf8,cdf6ea96,1,0,22832,320,50,2647,2,35,100148,23
4.881408634530256e+18,0,14102209,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,34a99eb7,aad45b01,1,0,21838,320,50,2505,0,169,100176,17
9.141289478404613e+18,1,14102804,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f2e060a1,1aa0e912,1,0,17653,300,250,1994,2,39,-1,33
6.383985494834552e+18,0,14102704,1005,0,4a02380f,a434fa42,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4c69b148,8a4875bd,1,0,16208,320,50,1800,3,167,100079,23
1.9974782940921613e+18,0,14102207,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,779d90c2,1,0,15703,320,50,1722,0,35,-1,79
2.6364103801096883e+18,1,14103002,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,75e1f999,d787e91b,1,0,21591,320,50,2478,3,167,100077,23
1.7287146196073087e+19,0,14102211,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3854baae,04f5b394,1,0,20352,320,50,2333,0,39,-1,157
1.5993488311558052e+19,0,14102819,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,12c3d700,a76c4b0a,1,0,22914,320,50,2617,0,35,-1,51
5.399838558321123e+18,1,14102307,1005,0,1a5c1d83,5dddf09e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4e30bfea,be6db1d7,1,0,20362,320,50,2333,0,39,-1,157
5.451068230113582e+18,0,14102706,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,32ffc2aa,8a4875bd,1,0,16208,320,50,1800,3,167,100077,23
7.085931827848419e+18,0,14103006,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,89b2d46f,0dedddc5,1,2,23804,320,50,2726,3,803,-1,229
1.1814500514993727e+19,0,14102715,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,db99ea17,1e4055c5,5096d134,1,0,22685,320,50,2619,1,163,100057,71
1.249279439368245e+19,0,14102210,1005,0,12fb4121,6b59f079,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,902b5e64,a79f14dc,1,0,21767,320,50,2506,0,35,100020,157
4.78609490487717e+18,0,14102111,1005,0,85f751fd,c4e18dd6,50e219e0,2c6f5c4d,2347f47a,0f2161f8,4a63a25e,dc50759f,f9315725,1,0,19251,320,50,2201,3,35,-1,43
1.623513246957955e+19,0,14102207,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,084ae1d7,960741ed,1,0,21667,320,50,2494,3,39,-1,112
1.7608364470136494e+19,0,14102800,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,3bd9e8e7,1,0,22677,320,50,2617,0,35,-1,51
1.4975122306748477e+19,0,14102303,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,adcb08ec,1af7ceb7,1,0,16615,320,50,1863,3,39,-1,23
5.318529885664324e+18,1,14102813,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e10ed5d3,1f0bc64f,1,0,23401,320,50,2682,1,419,-1,212
1.0348297214530888e+19,0,14102907,1012,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,a99f214a,d9d2aa25,cd5b1559,1,2,22738,320,50,2636,0,303,100111,70
1.0023887695472345e+19,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,9f6269dd,1ccc7835,1,0,21751,320,50,2505,0,161,100176,17
1.4151458294128554e+19,1,14102400,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,7a50bc97,fce66524,1,0,20633,320,50,2374,3,39,-1,23
3.6764119084588047e+18,0,14102308,1005,0,85f751fd,c4e18dd6,50e219e0,c105f675,2347f47a,0f2161f8,a99f214a,b1fb46a9,8803c3d6,1,2,22141,320,50,2550,1,547,-1,51
6.73248286176778e+18,0,14102613,1012,0,85f751fd,c4e18dd6,50e219e0,3692fd30,7801e8d9,07d7df22,9be6a040,f324acea,99e427c9,1,0,19743,320,50,2264,3,427,100000,61
6.311811601138355e+18,0,14102805,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,9a041bac,18f88d6a,1,0,22755,320,50,2639,2,35,-1,23
7.746185926078665e+18,0,14102521,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9c5a6769,0c45180e,d4897fef,1,0,21626,320,50,2482,3,167,-1,23
6.991268923643738e+17,0,14103010,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,02813f4f,d787e91b,1,0,23991,320,50,2747,0,35,100076,76
5.86166405681208e+18,0,14102903,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,270bbc0e,ef726eae,1,0,23221,320,50,2676,0,35,100177,221
1.2484202125593367e+19,0,14102304,1005,0,85f751fd,c4e18dd6,50e219e0,a97b17d0,aefc06bd,0f2161f8,a99f214a,431b3174,a5bce124,1,0,21732,320,50,2502,0,39,-1,221
6.21119802508866e+18,1,14102412,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cb0a8b4f,1f0bc64f,1,0,22104,320,50,2545,0,167,100084,221
7.074701242825595e+18,0,14102120,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,32fcf9c4,9e3836ff,1,0,9461,320,50,901,3,1315,-1,61
1.0116275661587552e+19,0,14102105,1005,0,85f751fd,c4e18dd6,50e219e0,c3f39675,2347f47a,0f2161f8,a99f214a,28e6be00,ef726eae,1,0,21666,320,50,2494,3,35,-1,112
1.7280162930253456e+17,1,14103016,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bfe9b04f,9bf61ad2,1,0,20215,320,50,2316,0,167,-1,16
1.2032150986857669e+19,1,14102309,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,865cd749,1f0bc64f,1,0,16615,320,50,1863,3,39,-1,23
3.469642498728513e+18,0,14102811,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af9205f9,9bbdb88c,1,0,22268,320,50,2566,3,815,100156,42
8.640886456286957e+18,0,14102305,1005,0,85f751fd,c4e18dd6,50e219e0,fb9ab25c,7801e8d9,0f2161f8,a99f214a,9a88555d,0bcabeaf,1,0,20476,320,50,2348,3,427,100005,61
1.5199094424414155e+19,0,14102514,1007,0,85f751fd,c4e18dd6,50e219e0,b8e30d0f,7eec2ab0,a3c42688,b46a4002,e3ea27c6,1f9f0001,1,2,22373,728,90,2581,0,171,100228,108
8.317459760020384e+18,1,14102311,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1576fa58,1aa0e912,1,0,15706,320,50,1722,0,35,-1,79
7.605042590598732e+18,0,14102809,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,823d9cf0,b6443086,1,0,23144,320,50,2665,0,34,-1,221
1.2172214875125572e+19,0,14102816,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1f502569,8a4875bd,1,0,21875,320,50,2526,0,167,100077,221
7.147933246896798e+18,0,14102211,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,78931c5d,17a74641,1,2,21768,320,50,2506,0,35,-1,157
1.1822133133255537e+19,0,14102303,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,876f3c83,ab57115f,1,0,21611,320,50,2480,3,297,100111,61
1.7567217754707421e+19,0,14103011,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,f64063a6,f06a4ff6,04f5b394,1,0,23015,320,50,2658,3,35,-1,23
8.421640646266092e+17,0,14102405,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,f48c83b6,5096d134,1,0,463,320,50,122,3,1327,-1,15
4.971385120738359e+18,0,14102219,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,c3f7117b,1,0,9478,320,50,906,3,1451,100156,61
6.267045903499878e+18,0,14102406,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a930c005,1f0bc64f,1,0,17262,320,50,1872,3,39,-1,23
6.044924266104195e+18,0,14102512,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1b0199f5,be6db1d7,1,0,4687,320,50,423,2,39,100148,32
1.589538188551084e+19,1,14102405,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7805ed62,44c701de,1,0,16687,320,50,1872,3,39,-1,23
9.82603237031308e+18,1,14102407,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,aff89015,be6db1d7,1,0,16920,320,50,1899,0,431,100075,117
3.5677750040060723e+18,0,14102414,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,ef9972f6,aad45b01,1,0,20508,320,50,2351,3,163,-1,61
1.7679526059971686e+19,0,14102913,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,625494b3,f8d834d0,1,3,21191,320,50,2424,1,175,100189,71
1.4594441194950277e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,949407ec,79aa6016,1,0,23143,320,50,2665,0,34,-1,221
1.26053839556111e+19,0,14102823,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,4dadb0d8,36b67a2a,1,0,22514,320,50,2597,1,167,100005,71
1.8083784059285068e+19,0,14102923,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fb68bfd5,293291c1,1,0,17753,320,50,1993,2,1063,-1,33
1.218949086946325e+19,0,14102110,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0b4e160f,16954458,1,0,21724,320,50,2502,0,35,-1,221
8.689530135054946e+18,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,c8d7c6c3,d9b5648e,0f2161f8,a99f214a,533a373b,aad45b01,1,0,21611,320,50,2480,3,297,100111,61
1.2957778305219344e+19,0,14102909,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8bc43c07,c144e605,1,0,23561,320,50,2691,0,419,-1,212
7.116442048213746e+18,0,14103017,1005,0,85f751fd,c4e18dd6,50e219e0,460f4063,d9b5648e,cef3e649,a99f214a,7bbaad7c,22fb7d04,1,0,23866,320,50,2736,0,33,100170,246
1.238579672900891e+19,0,14102209,1010,1,85f751fd,c4e18dd6,50e219e0,d1e438f6,7801e8d9,0f2161f8,fd5d0802,d2864315,ef726eae,4,0,20366,320,50,2333,0,39,-1,157
1.8133311314848106e+19,1,14102211,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,09b19f16,a0f5f879,1,0,15702,320,50,1722,0,35,-1,79
8.604492992024447e+17,0,14102214,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d8aacdc8,1617d758,1,0,20312,320,50,1780,0,1711,100077,48
1.1357770598142673e+19,0,14102718,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,69e409aa,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
4.88196474073176e+18,1,14102415,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,835f2212,7a63d37c,1,0,19771,320,50,2227,0,679,100081,48
4.631160714379315e+18,0,14103011,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c7858d3d,edead9f4,1,0,22676,320,50,2616,0,35,-1,51
1.0892728573280457e+19,0,14102821,1005,0,85f751fd,c4e18dd6,50e219e0,5adb10d9,2347f47a,cef3e649,bd4dad1f,2a25bfb7,09137ff4,1,3,20153,320,50,2307,3,163,100020,61
1.7578126913795269e+19,0,14102712,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,efa67c2a,92fa6493,1f0bc64f,1,0,20634,320,50,2374,3,39,-1,23
1.11296930226169e+19,1,14102418,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,56259389,e89d7ec2,1,0,22238,320,50,2565,1,161,100190,71
3.107942907284608e+18,0,14102201,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,0eb711ec,1,0,21727,320,50,2502,0,35,-1,221
1.2798037220202858e+19,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,819f9b59,f3049821,1,0,23804,320,50,2726,3,803,-1,229
5.203673436717301e+18,1,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,49075e7c,ff065cf0,1,2,18093,320,50,2060,3,39,-1,23
3.613941307642582e+17,0,14102220,1005,0,2a68aa20,9b851bd8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,865ec3b5,08684f7e,1,0,20213,320,50,2316,0,167,100081,16
1.070280134162172e+19,0,14102910,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b31cee93,bbb316c3,1,0,19771,320,50,2227,0,935,100081,48
3.8570804279036815e+18,0,14102220,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,13e3a5e7,e53ba6ec,1,0,17747,320,50,1974,2,39,-1,33
1.2428355575494175e+19,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,86671fb3,981edffc,1,3,21191,320,50,2424,1,161,100189,71
1.423488175523809e+19,1,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,1c4c1617,0d0a8e00,be6db1d7,1,0,17016,320,50,1873,3,39,100013,23
7.893511247890038e+18,0,14102820,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,33275f5a,be87996b,1,2,22832,320,50,2647,2,35,100148,23
1.0186572219046515e+19,0,14103008,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,324683bf,0489ce3f,3db9fde9,1,0,15701,320,50,1722,0,35,-1,79
4.756932190074711e+18,0,14102920,1005,1,ce3307ec,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d90a7774,3bb1ddd7,1,0,23626,320,50,2707,3,937,100156,61
8.784513702323164e+18,0,14102810,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6907e81b,0dc22ebc,1,0,19772,320,50,2227,0,935,100077,48
6.458156694596418e+18,0,14102800,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,29b5614d,36d749e5,1,0,15708,320,50,1722,0,35,-1,79
1.023374515822292e+19,0,14102813,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4e2b4e41,fce66524,1,0,19016,300,250,2162,2,39,-1,33
1.6229809128185491e+19,0,14102411,1005,0,85f751fd,c4e18dd6,50e219e0,a4869716,2347f47a,d1327cf5,a99f214a,7b5919ac,73b4563d,1,2,375,320,50,112,3,1319,-1,15
1.290548857932996e+19,0,14102805,1002,0,4bcf3b2e,d0ebd9ba,50e219e0,ecad2386,7801e8d9,07d7df22,e9450298,d3e2718d,4042e175,0,0,6361,300,50,544,3,39,100075,23
1.400573316104308e+19,1,14103004,1005,1,88154ade,9f448720,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,882de94b,122187b6,1,0,17893,320,50,2039,2,39,-1,32
1.1222024992919775e+19,0,14102917,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,c634a85b,00b1f3a7,1,0,20072,320,50,2291,3,35,-1,43
7.174236199908146e+18,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,37cd787d,e1eae715,1,3,21189,320,50,2424,1,161,100193,71
2.565364432519449e+18,0,14102317,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,8faa5e06,dfeda01b,1,0,16615,320,50,1863,3,39,-1,23
1.7669470688326572e+18,0,14102717,1005,0,e149eb68,91cdcccd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,fd4b3970,597ff2d3,1,2,8330,320,50,761,3,175,100081,23
1.3202288509097912e+19,0,14102211,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,aefcc54a,0ea40c5b,1,0,15699,320,50,1722,0,35,100083,79
3.246433560150678e+18,0,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,bdf46af7,d9b5648e,0f2161f8,a99f214a,bd945e7a,af7fe221,1,0,20001,320,480,2281,3,47,100182,42
2.667878043864669e+18,0,14103007,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bd62a5a7,7558c63e,1,0,19771,320,50,2227,0,935,100075,48
1.4087469652719555e+19,0,14102502,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2bb4af67,cad4c01d,1,0,22288,320,50,2572,3,297,100156,42
1.8019314628074443e+19,0,14103009,1005,1,f0ee33c5,9cf7de2f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b0ec5246,cfae4c91,1,0,17893,320,50,2039,2,39,-1,32
